id,label,score
115924282126782262,NO_PROPAGANDA,0.9970402121543884
115924279332406120,NO_PROPAGANDA,0.9992765784263611
115924277763800167,NO_PROPAGANDA,0.996950089931488
115924043199702065,PROPAGANDA,0.8209701180458069
115924025571521310,PROPAGANDA,0.99831223487854
115923918404792612,PROPAGANDA,0.997855007648468
115922086257363944,PROPAGANDA,0.9983102083206177
115919827634401559,PROPAGANDA,0.9982889294624329
115919803174585205,PROPAGANDA,0.9911611080169678
115919697262007872,PROPAGANDA,0.9982794523239136
115919466737908324,PROPAGANDA,0.9980334639549255
115919296178368951,PROPAGANDA,0.9976521134376526
115919294107001486,NO_PROPAGANDA,0.9979203343391418
115919038563850124,PROPAGANDA,0.9983956217765808
115916047821747370,PROPAGANDA,0.9982752799987793
115916047821747370,PROPAGANDA,0.9977365732192993
115915958962150760,NO_PROPAGANDA,0.9983847141265869
115915952093312324,PROPAGANDA,0.9982839226722717
115915881410679214,PROPAGANDA,0.9915231466293335
115911344443637897,PROPAGANDA,0.9968047142028809
115911344443637897,PROPAGANDA,0.9979512095451355
115911344443637897,PROPAGANDA,0.9976868629455566
115911344443637897,NO_PROPAGANDA,0.9989016056060791
115911344443637897,PROPAGANDA,0.9606193900108337
115911344443637897,PROPAGANDA,0.9971576929092407
115911344443637897,PROPAGANDA,0.9481078386306763
115913968629100828,PROPAGANDA,0.9983589053153992
115913724519885202,PROPAGANDA,0.9981270432472229
115913724519885202,PROPAGANDA,0.9980250597000122
115913724519885202,PROPAGANDA,0.9983273148536682
115913809230823901,PROPAGANDA,0.9975320100784302
115913809230823901,PROPAGANDA,0.9982876181602478
115913809230823901,PROPAGANDA,0.9978561997413635
115913629513015604,PROPAGANDA,0.9982203841209412
115913629513015604,PROPAGANDA,0.9983682036399841
115912250523181458,PROPAGANDA,0.9983263611793518
115912250523181458,PROPAGANDA,0.9980109333992004
115911321115123547,PROPAGANDA,0.9983574748039246
115911321115123547,PROPAGANDA,0.9982208609580994
115911321115123547,PROPAGANDA,0.9972676038742065
115911133899693977,PROPAGANDA,0.6884007453918457
115908316744576000,PROPAGANDA,0.9643468260765076
115908065089401787,PROPAGANDA,0.9983090162277222
115906000981082082,PROPAGANDA,0.9849966764450073
115905757161594483,PROPAGANDA,0.9981470108032227
115905755470362973,NO_PROPAGANDA,0.9926599860191345
115902023696178994,PROPAGANDA,0.9673340916633606
115902017280271792,PROPAGANDA,0.9970332384109497
115902017280271792,PROPAGANDA,0.9979662895202637
115902017280271792,PROPAGANDA,0.9859405755996704
115901692370933354,PROPAGANDA,0.997377872467041
115901513827848128,PROPAGANDA,0.9982385635375977
115899928012071589,PROPAGANDA,0.9981417655944824
115899252938886431,PROPAGANDA,0.9982251524925232
115899010178595252,PROPAGANDA,0.9983367919921875
115898867378270216,PROPAGANDA,0.9945506453514099
115896547660912892,PROPAGANDA,0.9982465505599976
115896547660912892,PROPAGANDA,0.9983269572257996
115895806350456434,PROPAGANDA,0.996166467666626
115893658269457561,PROPAGANDA,0.9980317950248718
115893627273067088,NO_PROPAGANDA,0.9980946183204651
115893625622462941,PROPAGANDA,0.9980802536010742
115862109893187989,PROPAGANDA,0.9978510141372681
115862109893187989,PROPAGANDA,0.997928261756897
115893309945152200,PROPAGANDA,0.9982529282569885
115893255826342514,PROPAGANDA,0.9964281916618347
115893255826342514,PROPAGANDA,0.9976134300231934
115889956193740965,PROPAGANDA,0.996793806552887
115889954671261109,PROPAGANDA,0.9982956051826477
115889954671261109,PROPAGANDA,0.7920318841934204
115888656099131562,PROPAGANDA,0.998027503490448
115888317758045915,PROPAGANDA,0.9982303977012634
115888260399895701,PROPAGANDA,0.9982329607009888
115888070937502023,PROPAGANDA,0.9981897473335266
115888070937502023,PROPAGANDA,0.9983444213867188
115888070937502023,PROPAGANDA,0.9983396530151367
115888061978141827,PROPAGANDA,0.9982039928436279
115888061978141827,PROPAGANDA,0.9983444213867188
115888061978141827,PROPAGANDA,0.9983532428741455
115887347099564233,PROPAGANDA,0.998158872127533
115886085338434959,PROPAGANDA,0.9983697533607483
115884759090137876,PROPAGANDA,0.9979559183120728
115884759090137876,PROPAGANDA,0.9979946613311768
115884759090137876,NO_PROPAGANDA,0.9991814494132996
115884425860726582,PROPAGANDA,0.9981587529182434
115884319075881590,NO_PROPAGANDA,0.8848127722740173
115884164936451552,PROPAGANDA,0.9983478784561157
115883475463948362,PROPAGANDA,0.8362985253334045
115883475463948362,PROPAGANDA,0.9983229041099548
115883475463948362,PROPAGANDA,0.9982960820198059
115882511750475574,PROPAGANDA,0.998214840888977
115882232505676630,PROPAGANDA,0.9936656355857849
115879659776888469,PROPAGANDA,0.9917889833450317
115879485276291693,NO_PROPAGANDA,0.9991127848625183
115877277396911389,NO_PROPAGANDA,0.9991586208343506
115877176968623599,NO_PROPAGANDA,0.9992604851722717
115877168331849670,PROPAGANDA,0.9716355800628662
115877159371615050,NO_PROPAGANDA,0.9945624470710754
115877159371615050,NO_PROPAGANDA,0.9985485672950745
115877159371615050,PROPAGANDA,0.997931957244873
115877159371615050,PROPAGANDA,0.9979615211486816
115876460615555838,PROPAGANDA,0.9980583786964417
115876460615555838,PROPAGANDA,0.9978602528572083
115873451908160529,PROPAGANDA,0.9976714253425598
115873337954422404,PROPAGANDA,0.9974737763404846
115873337954422404,PROPAGANDA,0.9983018636703491
115873188207807497,PROPAGANDA,0.997250497341156
115872769704977517,PROPAGANDA,0.996459424495697
115872684220634537,PROPAGANDA,0.9981608986854553
115872664324587956,PROPAGANDA,0.9971727132797241
115872214156165257,PROPAGANDA,0.9977465271949768
115872191697421818,PROPAGANDA,0.9975749850273132
115871761540198799,PROPAGANDA,0.9980021119117737
115871740731557028,PROPAGANDA,0.9983201622962952
115871569409937657,PROPAGANDA,0.9983818531036377
115871567004197826,PROPAGANDA,0.9973043203353882
115871564802315111,PROPAGANDA,0.9980927109718323
115871553613947408,NO_PROPAGANDA,0.9993420243263245
115868224630084983,PROPAGANDA,0.9882064461708069
115670577719463498,PROPAGANDA,0.9981995820999146
115868163614710077,NO_PROPAGANDA,0.9994294047355652
115868137663758679,PROPAGANDA,0.9983762502670288
115868137663758679,PROPAGANDA,0.9979627132415771
115868134941083354,PROPAGANDA,0.9973618388175964
115868132990949589,PROPAGANDA,0.9983762502670288
115868132990949589,PROPAGANDA,0.9979627132415771
115867481802224393,PROPAGANDA,0.9981581568717957
115867481802224393,PROPAGANDA,0.9982897639274597
115867481802224393,PROPAGANDA,0.7400749921798706
115867403112667181,PROPAGANDA,0.9982035160064697
115867385857410443,PROPAGANDA,0.9981386661529541
115867385857410443,PROPAGANDA,0.9982045888900757
115866908684935165,NO_PROPAGANDA,0.997800886631012
115866624593954329,PROPAGANDA,0.9967582821846008
115866624593954329,PROPAGANDA,0.9981732368469238
115866622554668872,NO_PROPAGANDA,0.9972687363624573
115864395969123502,PROPAGANDA,0.6177652478218079
115864395969123502,NO_PROPAGANDA,0.9948647618293762
115863379883214601,PROPAGANDA,0.9775355458259583
115862684255980250,NO_PROPAGANDA,0.9993884563446045
115862665860473431,PROPAGANDA,0.9979573488235474
115861588073149023,PROPAGANDA,0.9980524778366089
115861588073149023,PROPAGANDA,0.9911519885063171
115861588073149023,PROPAGANDA,0.9983267188072205
115861537483492504,PROPAGANDA,0.9978384375572205
115861537483492504,PROPAGANDA,0.9981324076652527
115860738010214901,PROPAGANDA,0.9982536435127258
115860738010214901,PROPAGANDA,0.9980752468109131
115859532176676320,PROPAGANDA,0.9978638291358948
115857498674115807,PROPAGANDA,0.9980525970458984
115856506155736586,NO_PROPAGANDA,0.9967228770256042
115856078669121098,NO_PROPAGANDA,0.9910697937011719
115856078669121098,PROPAGANDA,0.9893245100975037
115855894695940909,PROPAGANDA,0.9966163039207458
115855894695940909,PROPAGANDA,0.9981790781021118
115855894695940909,PROPAGANDA,0.9983499050140381
115855836062461949,PROPAGANDA,0.9969509840011597
115855836062461949,PROPAGANDA,0.9977836012840271
115855836062461949,NO_PROPAGANDA,0.9993853569030762
115855701696773990,PROPAGANDA,0.9982423782348633
115855701696773990,PROPAGANDA,0.9982966780662537
115855387946005468,PROPAGANDA,0.9981809854507446
115855387946005468,PROPAGANDA,0.9974080920219421
115855387946005468,PROPAGANDA,0.5743793845176697
115855387946005468,PROPAGANDA,0.9934486746788025
115855387946005468,PROPAGANDA,0.9980016350746155
115855059527504524,PROPAGANDA,0.9979471564292908
115855059527504524,NO_PROPAGANDA,0.9637770056724548
115855025749206304,PROPAGANDA,0.9983684420585632
115854352740910460,PROPAGANDA,0.9979200959205627
115854352740910460,PROPAGANDA,0.998078465461731
115854352740910460,PROPAGANDA,0.998130738735199
115854238467475779,PROPAGANDA,0.9974279999732971
115850817778602689,PROPAGANDA,0.8656966090202332
115850817778602689,NO_PROPAGANDA,0.9965284466743469
115850518579436668,PROPAGANDA,0.9974427223205566
115850518579436668,PROPAGANDA,0.9983055591583252
115850515035074475,PROPAGANDA,0.9977520108222961
115850515035074475,PROPAGANDA,0.9982271790504456
115850512257143274,PROPAGANDA,0.9982016086578369
115850509804217257,PROPAGANDA,0.9964795708656311
115850509804217257,PROPAGANDA,0.9977980852127075
115850448778042500,PROPAGANDA,0.9974737763404846
115850448778042500,PROPAGANDA,0.9983018636703491
115850441807763948,PROPAGANDA,0.998264729976654
115850441807763948,PROPAGANDA,0.9978817105293274
115850412075994316,PROPAGANDA,0.9979812502861023
115850412075994316,PROPAGANDA,0.9981826543807983
115850412075994316,PROPAGANDA,0.9983235001564026
115850412075994316,PROPAGANDA,0.9983402490615845
115850412075994316,PROPAGANDA,0.9942309856414795
115850410088588555,PROPAGANDA,0.9976167678833008
115850410088588555,PROPAGANDA,0.9982210993766785
115850410088588555,PROPAGANDA,0.998272180557251
115850410088588555,PROPAGANDA,0.997665524482727
115850410088588555,PROPAGANDA,0.9983689188957214
115850286700351188,PROPAGANDA,0.9973515272140503
115850286700351188,PROPAGANDA,0.9983164072036743
115850286700351188,PROPAGANDA,0.9920673370361328
115850261028223020,PROPAGANDA,0.9982840418815613
115850261028223020,PROPAGANDA,0.9983137845993042
115848423492044761,PROPAGANDA,0.9978413581848145
115848359372759872,PROPAGANDA,0.99519944190979
115848329193521599,PROPAGANDA,0.998143196105957
115844958852489769,PROPAGANDA,0.9697908163070679
115844861259246664,PROPAGANDA,0.9982801675796509
115844861259246664,PROPAGANDA,0.9510295987129211
115844861259246664,PROPAGANDA,0.99824059009552
115844814100241306,PROPAGANDA,0.9976038336753845
115844769291604784,PROPAGANDA,0.9983381032943726
115844769291604784,PROPAGANDA,0.9983364939689636
115844769291604784,PROPAGANDA,0.9977633953094482
115844769291604784,PROPAGANDA,0.998314619064331
115844769291604784,PROPAGANDA,0.9983490705490112
115844083693194821,PROPAGANDA,0.9981592297554016
115844083693194821,PROPAGANDA,0.998160183429718
115842866197248103,PROPAGANDA,0.9982600808143616
115840974031136947,PROPAGANDA,0.9981828331947327
115833880793462028,NO_PROPAGANDA,0.9945709109306335
115833689929797630,PROPAGANDA,0.9981854557991028
115832088990838303,NO_PROPAGANDA,0.9988269209861755
115830428767897167,NO_PROPAGANDA,0.9945862293243408
115825951172960005,PROPAGANDA,0.9981825351715088
115825939879230793,PROPAGANDA,0.9967572093009949
115825822957307790,PROPAGANDA,0.9976348876953125
115825721310088041,PROPAGANDA,0.9974939823150635
115825378093317232,PROPAGANDA,0.997923731803894
